Row,AUC_Borji_Mean,CC_Mean,KLdiv_Mean,NSS_Mean,AUC_Borji_std,CC_std,KLdiv_std,NSS_std
FES,0.765166538855111,0.402535070167275,1.95451217095262,1.61908169500358,0.11134514922996,0.209224150146662,0.777670794792432,1.06277162257752
SalFBNet,0.875369313904912,0.733088757589447,0.905859019099644,3.11533779285274,0.0548670017698424,0.0719175186702829,0.14738192396802,1.11467445533771
TranSalNet,0.896258491554618,0.664559195195662,1.0282206612003,2.84588583848869,0.0530395933393271,0.105729068566215,0.313733808638025,1.18188126995271
