ImageName,AUC_Borji,CC,KLdiv,NSS
1,0.840474934282489,0.698931491215962,0.862687329018098,2.96613702131225
10,0.972313688334718,0.736239663070794,1.13913463775549,3.89740050969795
100,0.919259933969665,0.759236513007322,0.760517708728041,4.07790360403889
101,0.853512125102578,0.63232976247742,0.8499693003364,1.47039351775002
102,0.895731776083641,0.496058546206813,1.52879433016348,1.81759453964434
