ImageName,AUC_Borji,CC,KLdiv,NSS
1,0.894924401534049,0.751786746445189,0.85027007172276,3.07259254092238
10,0.743228553914118,0.603097852696665,1.2385391724557,2.23043689859417
100,0.778106458019499,0.6678940338154,1.21214143214439,2.72234107305493
101,0.796861129590474,0.569373542431655,1.4902859916553,1.49639860903752
102,0.729481588725939,0.608604677568261,1.31430957006714,1.4097096183598
