Row,AUC_Borji_Mean,CC_Mean,KLdiv_Mean,NSS_Mean,AUC_Borji_std,CC_std,KLdiv_std,NSS_std
FES,0.748947264124712,0.428069970552883,2.67810394573978,1.40969250091363,0.0616166927416096,0.146313854610027,2.26629559288909,0.559953172531148
SalFBNet,0.788520426356816,0.640151370591434,1.22110924760906,2.18629574799376,0.0652624740157974,0.071780517016909,0.234013000711511,0.73380159374515
TranSalNet,0.825048768323719,0.629789612977193,1.74302671545295,2.13970383248123,0.0338414388510275,0.0442908421351611,1.54058113173187,0.638830613146121
