ImageName,AUC_Borji,CC,KLdiv,NSS
1,0.809961042999587,0.392953569061906,1.77529639284262,1.66762285502907
10,0.610963012209962,0.0545351915707397,3.30226299719752,0.288690618130765
100,0.778952921036429,0.579296591740949,1.75668202942499,3.11143578950223
101,0.715397674570542,0.436772437887174,1.64274845975576,1.01565259064349
102,0.910558043459034,0.549117560575603,1.2955709755422,2.01200662171235
